transaction_id,date,account_id,transaction_type,category_id,merchant_id,amount,payment_method,description
T0000939,2025-08-09,CHK,Expense,GROC,M0003,-99.75,Debit,Groceries
T0000371,2025-08-11,CHK,Income,SIDE,M_SIDE,328.39,ACH,Side Income
T0000940,2025-08-11,CC1,Expense,GAS,M0005,-51.21,Card,Gas
T0001162,2025-08-16,CC2,Expense,DINE,M0009,-24.3,Card,Dining
T0000941,2025-08-16,CHK,Expense,GROC,M0004,-54.23,Debit,Groceries
T0000942,2025-08-18,CC1,Expense,GAS,M0008,-50.05,Card,Gas
T0000336,2025-08-23,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0001163,2025-08-23,CC2,Expense,DINE,M0010,-15.56,Card,Dining
T0000943,2025-08-23,CHK,Expense,GROC,M0002,-90.15,Debit,Groceries
T0000334,2025-08-23,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000335,2025-08-23,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000944,2025-08-25,CC1,Expense,GAS,M0006,-50.9,Card,Gas
T0001273,2025-08-26,CHK,Transfer,CC_PAY,M_CC_PAY,-245.0,ACH,CC Payment CC1
T0001274,2025-08-26,CC1,Transfer,CC_PAY,M_CC_PAY,245.0,ACH,CC Payment
T0001370,2025-08-26,CC2,Transfer,CC_PAY,M_CC_PAY,94.47,ACH,CC Payment
T0001369,2025-08-26,CHK,Transfer,CC_PAY,M_CC_PAY,-94.47,ACH,CC Payment CC2
T0000945,2025-08-30,CHK,Expense,GROC,M0001,-74.19,Debit,Groceries
T0000375,2025-09-01,SAV,Income,INT,M_BANKINT,40.13,ACH,Interest
T0000421,2025-09-02,CHK,Expense,RENT,M0014,-1350.0,ACH,RENT
T0000613,2025-09-02,CC1,Expense,SUBS,M0011,-26.0,ACH,SUBS
T0001185,2025-09-03,CC1,Expense,ENT,M0022,-145.9,Card,Entertainment
T0000517,2025-09-04,CHK,Expense,PHON,M0012,-95.0,ACH,PHON
T0000469,2025-09-05,CHK,Expense,UTIL,M0013,-108.44,ACH,UTIL
T0000565,2025-09-05,CHK,Expense,INS,M0015,-195.0,ACH,INS
T0000339,2025-09-06,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000338,2025-09-06,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0001164,2025-09-06,CC2,Expense,DINE,M0010,-33.17,Card,Dining
T0000337,2025-09-06,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000946,2025-09-06,CHK,Expense,GROC,M0003,-53.48,Debit,Groceries
T0000947,2025-09-08,CC1,Expense,GAS,M0005,-31.06,Card,Gas
T0000948,2025-09-13,CHK,Expense,GROC,M0003,-107.63,Debit,Groceries
T0000340,2025-09-20,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000341,2025-09-20,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000342,2025-09-20,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000949,2025-09-20,CHK,Expense,GROC,M0004,-37.0,Debit,Groceries
T0001165,2025-09-20,CC2,Expense,DINE,M0010,-23.74,Card,Dining
T0000950,2025-09-22,CC1,Expense,GAS,M0007,-80.21,Card,Gas
T0001275,2025-09-26,CHK,Transfer,CC_PAY,M_CC_PAY,-867.54,ACH,CC Payment CC1
T0001276,2025-09-26,CC1,Transfer,CC_PAY,M_CC_PAY,867.54,ACH,CC Payment
T0001371,2025-09-26,CHK,Transfer,CC_PAY,M_CC_PAY,-120.01,ACH,CC Payment CC2
T0001372,2025-09-26,CC2,Transfer,CC_PAY,M_CC_PAY,120.01,ACH,CC Payment
T0001166,2025-09-27,CC2,Expense,DINE,M0010,-49.01,Card,Dining
T0000951,2025-09-27,CHK,Expense,GROC,M0003,-66.0,Debit,Groceries
T0001167,2025-09-28,CC2,Expense,ENT,M0022,-36.28,Card,Entertainment
T0000952,2025-09-29,CC1,Expense,GAS,M0006,-48.25,Card,Gas
T0000470,2025-10-02,CHK,Expense,UTIL,M0013,-109.52,ACH,UTIL
T0000422,2025-10-02,CHK,Expense,RENT,M0014,-1350.0,ACH,RENT
T0000518,2025-10-03,CHK,Expense,PHON,M0012,-95.0,ACH,PHON
T0000614,2025-10-03,CC1,Expense,SUBS,M0011,-26.0,ACH,SUBS
T0001168,2025-10-04,CC2,Expense,DINE,M0009,-65.82,Card,Dining
T0000953,2025-10-04,CHK,Expense,GROC,M0001,-82.12,Debit,Groceries
T0000344,2025-10-04,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000345,2025-10-04,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000343,2025-10-04,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0001169,2025-10-05,CC2,Expense,ENT,M0022,-29.07,Card,Entertainment
T0000566,2025-10-05,CHK,Expense,INS,M0015,-195.0,ACH,INS
T0000954,2025-10-11,CHK,Expense,GROC,M0002,-104.56,Debit,Groceries
T0001170,2025-10-11,CC2,Expense,DINE,M0009,-65.51,Card,Dining
T0001171,2025-10-12,CC2,Expense,ENT,M0022,-57.48,Card,Entertainment
T0000346,2025-10-18,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000347,2025-10-18,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000955,2025-10-18,CHK,Expense,GROC,M0002,-104.64,Debit,Groceries
T0000348,2025-10-18,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000956,2025-10-20,CC1,Expense,GAS,M0006,-68.23,Card,Gas
T0001172,2025-10-25,CC2,Expense,DINE,M0009,-57.91,Card,Dining
T0000957,2025-10-25,CHK,Expense,GROC,M0003,-36.73,Debit,Groceries
T0001374,2025-10-26,CC2,Transfer,CC_PAY,M_CC_PAY,214.77,ACH,CC Payment
T0001373,2025-10-26,CHK,Transfer,CC_PAY,M_CC_PAY,-214.77,ACH,CC Payment CC2
T0001278,2025-10-26,CC1,Transfer,CC_PAY,M_CC_PAY,127.39,ACH,CC Payment
T0001277,2025-10-26,CHK,Transfer,CC_PAY,M_CC_PAY,-127.39,ACH,CC Payment CC1
T0000958,2025-10-27,CC1,Expense,GAS,M0008,-61.28,Card,Gas
T0000350,2025-11-01,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000349,2025-11-01,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000351,2025-11-01,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000959,2025-11-01,CHK,Expense,GROC,M0002,-65.42,Debit,Groceries
T0001173,2025-11-02,CC2,Expense,ENT,M0022,-39.52,Card,Entertainment
T0000423,2025-11-02,CHK,Expense,RENT,M0014,-1350.0,ACH,RENT
T0000471,2025-11-02,CHK,Expense,UTIL,M0013,-96.61,ACH,UTIL
T0000960,2025-11-03,CC1,Expense,GAS,M0007,-47.8,Card,Gas
T0000615,2025-11-03,CC1,Expense,SUBS,M0011,-26.0,ACH,SUBS
T0000567,2025-11-04,CHK,Expense,INS,M0015,-195.0,ACH,INS
T0000519,2025-11-05,CHK,Expense,PHON,M0012,-95.0,ACH,PHON
T0000961,2025-11-08,CHK,Expense,GROC,M0004,-51.86,Debit,Groceries
T0001174,2025-11-09,CC2,Expense,ENT,M0021,-69.71,Card,Entertainment
T0000962,2025-11-15,CHK,Expense,GROC,M0002,-91.65,Debit,Groceries
T0000354,2025-11-15,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000353,2025-11-15,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000352,2025-11-15,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0001175,2025-11-15,CC2,Expense,DINE,M0010,-15.0,Card,Dining
T0000963,2025-11-17,CC1,Expense,GAS,M0008,-73.53,Card,Gas
T0000964,2025-11-22,CHK,Expense,GROC,M0004,-101.56,Debit,Groceries
T0000965,2025-11-24,CC1,Expense,GAS,M0007,-15.0,Card,Gas
T0001280,2025-11-26,CC1,Transfer,CC_PAY,M_CC_PAY,150.16,ACH,CC Payment
T0001279,2025-11-26,CHK,Transfer,CC_PAY,M_CC_PAY,-150.16,ACH,CC Payment CC1
T0001376,2025-11-26,CC2,Transfer,CC_PAY,M_CC_PAY,142.27,ACH,CC Payment
T0001375,2025-11-26,CHK,Transfer,CC_PAY,M_CC_PAY,-142.27,ACH,CC Payment CC2
T0000966,2025-11-29,CHK,Expense,GROC,M0002,-58.11,Debit,Groceries
T0000357,2025-11-29,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000356,2025-11-29,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000355,2025-11-29,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0001176,2025-11-30,CC2,Expense,ENT,M0022,-28.81,Card,Entertainment
T0000967,2025-12-01,CC1,Expense,GAS,M0005,-35.32,Card,Gas
T0000376,2025-12-01,SAV,Income,INT,M_BANKINT,24.93,ACH,Interest
T0000520,2025-12-02,CHK,Expense,PHON,M0012,-95.0,ACH,PHON
T0000568,2025-12-03,CHK,Expense,INS,M0015,-195.0,ACH,INS
T0000616,2025-12-04,CC1,Expense,SUBS,M0011,-26.0,ACH,SUBS
T0000424,2025-12-04,CHK,Expense,RENT,M0014,-1350.0,ACH,RENT
T0000472,2025-12-05,CHK,Expense,UTIL,M0013,-182.82,ACH,UTIL
T0000372,2025-12-06,CHK,Income,SIDE,M_SIDE,413.59,ACH,Side Income
T0000968,2025-12-06,CHK,Expense,GROC,M0004,-79.97,Debit,Groceries
T0000969,2025-12-08,CC1,Expense,GAS,M0005,-45.3,Card,Gas
T0000359,2025-12-13,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000358,2025-12-13,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000970,2025-12-13,CHK,Expense,GROC,M0003,-46.63,Debit,Groceries
T0000360,2025-12-13,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0001177,2025-12-20,CC2,Expense,DINE,M0010,-63.37,Card,Dining
T0000971,2025-12-20,CHK,Expense,GROC,M0001,-63.71,Debit,Groceries
T0000972,2025-12-22,CC1,Expense,GAS,M0008,-59.75,Card,Gas
T0001378,2025-12-26,CC2,Transfer,CC_PAY,M_CC_PAY,46.69,ACH,CC Payment
T0001281,2025-12-26,CHK,Transfer,CC_PAY,M_CC_PAY,-184.57,ACH,CC Payment CC1
T0001377,2025-12-26,CHK,Transfer,CC_PAY,M_CC_PAY,-46.69,ACH,CC Payment CC2
T0001282,2025-12-26,CC1,Transfer,CC_PAY,M_CC_PAY,184.57,ACH,CC Payment
T0000361,2025-12-27,CHK,Income,PAY,M_PAYROLL,5000.0,Direct Deposit,Paycheck
T0000362,2025-12-27,CHK,Transfer,RET401,M_401K,-300.0,Payroll,401k Contribution
T0000363,2025-12-27,INV401,Transfer,RET401,M_401K,300.0,Payroll,401k Contribution
T0000973,2025-12-27,CHK,Expense,GROC,M0003,-85.64,Debit,Groceries
T0000974,2025-12-29,CC1,Expense,GAS,M0005,-70.81,Card,Gas
